,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6
Spn28Dc,0.146179475,0.006349223,0.040358269,0.110820082,0.065618736,0.010735481
Spn28F,0.037801228,0.049966907,0.018373798,0.028449949,1.055327239,0.038745154
Spn31A,0,0.299629443,0.006850238,0.005133254,0,0.002283413
Spn38F,0.021878148,0.074132421,0.068652707,0.04114846,1.365432401,0.053699654
Spn43Ab,0.385866259,0.019440825,0.021676461,0.218491186,0.126052854,0.021742732
Spn47C,0.016567654,0,0.007241823,0.122817908,0.101676172,0.005983643
Spn75F,0.008594098,0.009767177,0.014921228,0.003792899,0.638885406,0.033729455
Spn77Bb,0.008311822,0,0,0.001038978,0,0
Spn77Bc,0.008265019,0.003077493,0.005270596,0.001180717,0.003087422,0.000860047
Spn88Ea,0.222074201,0.011685788,0.023098824,0.120142926,0.080980327,0.011720242
Srpk79D,0.031239303,0.167414949,0.033830557,0.016447013,0.06188462,0.029299171
Stacl,0.048029969,0.70953928,0.048555825,0.148370371,0.016822166,0.03340029
Strn-Mlck,0.236215979,1.174022938,0.167551339,0.209702981,0.299735858,0.167330104
Sur,0.04950275,0.44795622,0.046723042,0.031886802,0.024530805,0.009194423
Surf6,0.102655404,0.060453159,0.108819836,0.069160293,0.204115583,0.728523085
Swim,1.296657631,0.708863687,1.271483199,0.983516249,1.222646505,2.305572486
Swip-1,0.861064004,0.524826174,0.360284208,0.370496637,0.38523658,0.653728165
Syn1,0.160018983,0.115507237,0.082724736,0.094818136,0.100361956,0.15858097
Syt1,0.003917924,0.376189844,0.006845831,0.010462148,0.00400454,0.009040198
Syt7,1.346637388,0.467239285,1.319145129,0.075691561,0.815346215,0.859395474
Sytalpha,0,0.091755271,0.00217885,0.00582588,0,0.009133915
Sytbeta,0.027508535,0.477052871,0.040423836,0.006254102,0.004064316,0.004410988
T48,0.287863353,0.595816388,0.115191142,0.923298305,0.470938713,0.134343045
TTLL3B,0.036580889,0.004608053,0.024636048,0.001159451,0.003179955,0.006621445
Tbh,0,0,0,0.079655932,0.029283165,0.017014505
Tdc1,0.24659412,0.189984676,0.157232596,0.465084158,0.259111265,0.088362276
Ten-a,0.093001052,1.575366874,0.104883458,0.345350715,0.069183394,0.080256521
Ten-m,0.382027686,0.467127253,0.143750196,0.321254149,0.261824883,0.303600841
Tep2,0.292088663,0.023506105,0.083407627,0.096808233,0.057118816,0.041730309
Tet,2.40431639,1.90663578,2.264876195,0.869592588,1.503872284,5.296801504
Tg,3.055853215,2.60956392,3.315452454,1.683307289,2.199038695,4.063624273
Tig,0.004994838,0.03204407,0.013970448,0.027911602,0.014445443,0
Timp,0.772613347,1.175525135,0.147141641,1.284299586,0.806539973,0.331013327
Tk,0.012446654,0.256163356,0.024265223,0.008900307,0.008281838,0.029077387
TkR99D,0.014421672,0.137638721,0.095420149,0.373342236,0.197090893,0.015357021
Tm2,0.010339956,0.761862063,0.024158954,0.123880617,0.020804058,0.002090974
Tmhs,0.003815299,0.08937235,0.002057878,0.00426097,0.025599393,0.032062663
Toll-7,0.027832458,0.123822915,0.212931595,0.017498708,0.03079016,0.01023269
TpnC25D,0.018552114,0.649151559,0.00851208,0.019613423,0.205570418,0.005281496
TpnC47D,0,0.073349511,0.002238421,0.036359821,0.001727761,0
TpnC73F,0.023243361,0.679171834,0.007484899,0.122742854,0.01896384,0.016421113
Tps1,0.266520201,0.034462515,0.009539847,0.070552593,0.010405217,0.02361289
Traf4,0.320323117,0.135344485,0.084775969,0.122358482,0.303569974,0.096681707
Tre1,0.370308294,0.228919967,0.164038503,0.466083469,0.377004883,1.10337847
Tret1-1,2.595714548,2.167690302,1.127393374,1.803854748,1.260688689,0.527921548
Trim9,2.179939305,2.091527649,3.366550214,0.176911876,1.328196088,3.371283985
TrissinR,0.086146827,0.179557186,0.038040994,0.064062727,0.041275028,0.045127764
TrpA1,0.035174663,0.110740592,0.00972946,0.006431533,0.00777601,0.006567129
Trpgamma,0.004761388,0.124051301,0.000560206,0.036884216,0.006491925,0.009449217
Try29F,0.043708319,0.020441155,0.009786768,0.00901863,0.00474415,0.050424285
Tsf1,0.369943093,0.005172572,0.029915653,0.052884553,0.020656585,0.046763611
Tsf3,0.129643819,0.003760757,0.053878205,0.118324048,0.063112233,0.007444005
Tsp,0.015990284,0.003632981,0.039457793,0.015937289,0.027839147,0.004371144
Tsp42Eh,0.020288112,0.120109524,0.013831076,0.027874165,0.01617887,0.010552396
Tsp42Ej,0.081870323,0.035259545,0.005907265,0.020071256,0.036870436,0.022087715
Tsp66E,0.671827101,1.800344055,0.172638438,0.383159844,0.252536389,0.092006026
Tsp96F,0.076008917,0.162277899,0.020832955,0.112916613,0.155854323,0.00715714
Tusp,0.005076986,0.024550781,0.013150511,0.014882227,0.001465263,0.003285276
TyrR,1.112875195,0.201949038,1.434616574,0.112434688,0.425605466,1.089239666
TyrRII,0.022095551,0.011137904,0.031086128,0.172139902,0.085242753,0.068585945
Ubc84D,0.170744206,0.00838745,0.196419932,0.201784351,0.155560986,0.115128725
Ubx,0.363255233,0.008766951,0.016003692,0.051664292,0.005773536,0.0421746
Ugt37A3,0.045719344,0.027793723,0.011706047,0.004553985,0.004675199,0.022221967
Ugt49C1,0.085668341,0.045695407,0.009833698,0.960026892,0.451646878,0.096795066
Ugt50B3,0.425874068,0.174766029,0.319384333,0.606168908,1.596454417,0.126497995
Unc-89,0.013266136,0.76523275,0.006754281,0.085109039,0.010773719,0.00212128
Uro,0.013188911,0.049435934,0.0008784,0.045978111,0.011685196,0.022491551
Vago,0.021837422,0.014106237,0,0.020273107,0,0.001149927
Vha100-4,0.090880357,0.013011279,0.027412894,0.014898279,0.026359783,0.042898142
Vm26Aa,0.01825412,0.004738445,0.009057356,0.003888503,0.005771403,0.00666301
Vm34Ca,0.009211799,0.006653655,0.003521121,0.002367547,0.000653252,0.016092661
Vmat,0.050576098,0.35997947,0.010948685,0.273744256,0.08221786,0.039284961
WDY,1.022320564,1.7345166,0.479101645,0.287734282,0.709919887,0.323319607
Wnt2,0,0,0,0.014154897,0.024155113,0.000620114
Wnt4,0.119875978,0.337195278,0.011160303,0.031555767,0.006311882,0.016665112
Wnt6,0.604481568,1.850446725,0.292600097,0.229777687,0.29458606,0.434018764
X11Lbeta,0.119067052,0.356639335,0.067871061,0.054468899,0.030822919,0.053173697
Yp1,0.075706163,0.021256147,0.001741886,0.029235373,0.008256223,0.010763763
Yp2,0.088597041,0.018971188,0.030273083,0.033516763,0.015623481,0.032636838
Yp3,0.084680124,0.065995297,0.053782282,0.394383702,0.185966585,0.098752439
Zasp52,1.740751649,3.751904707,2.428828564,0.767384673,1.269337099,2.460811913
Zasp66,0.052126723,1.576489639,0.002056085,0.205404614,0.045336003,0.023628244
Zip89B,0.822246701,0.042768101,0.406850872,0.105449697,0.139463322,0.096450935
Zip99C,1.347759963,0.473961908,1.608828509,0.242816728,1.163069778,1.384118215
ZnT35C,0.00151939,0.091602898,0.00241857,0.114080274,0.014297771,0.001186853
ab,0.029806218,0.00820385,0.037468527,0.515248406,0.286494979,0.026633848
abd-A,0,0.003275078,0.003302408,0.001901769,0,0.002082936
alpha-Est4aPsi,0,0.081904538,0.001186853,0.118998795,0.003181991,0.012727965
alphaTry,2.599813465,1.21368001,2.396289929,1.532790715,2.353674903,3.069138145
amon,0.004060532,0.277409651,0.001444573,0.003589657,0.017240077,0.005348553
antr,0.050121135,0.029084524,0.0522792,0.009603805,0.660432477,0.035112464
aos,0.174638221,0.253824003,0.072369341,0.143665395,0.140810403,0.426618521
apolpp,0.552368145,0.074597211,0.028762338,0.073716995,0.014701585,0.0618288
apt,0.556727486,0.44338801,0.28116846,0.126105488,0.325560445,1.097737138
aqrs,0.011288036,0.011869379,0.004906128,0.004847876,0.705831817,0.017643537
ara,0.459415861,2.307363998,1.501895549,0.067732194,0.035064494,0.144446747
asRNA:CR42860,0.006942951,0.188770574,0.01605128,0.057588593,0.063703754,0.001554827
asRNA:CR43481,0.100391224,0.089188385,0.053401388,0.016729243,0.0554213,0.112960177
asRNA:CR43957,0.002583538,0.045086148,0.024091226,0.00350178,0.000645885,0.016313575
asRNA:CR43959,0.007190529,0.011741973,0.018151099,0,0.014516618,0.042023711
asRNA:CR44030,0.032104455,0.069974965,0.009245303,0.06297758,0.05759222,0.014642799
asRNA:CR44062,0,0.003491899,0.011768285,0.128426071,0.055751082,0.009665055
asRNA:CR44106,0.469129753,2.356373418,0.069900265,0.079611843,0.096779348,0.124384805
asRNA:CR44984,0.013424345,0.001323915,0.002930237,0.015874791,0.008233071,0
asRNA:CR44992,0,0.001131572,0.02679551,0.252305168,0.112405446,0.021500491
asRNA:CR45149,0.02279151,0.020300981,0.001767628,0.008901608,0.812496097,0.006620619
asRNA:CR45185,0.022694419,0,0.002948758,0.319010422,0.168279857,0.034549228
asRNA:CR45272,0.816368288,0.03452179,1.483043429,0.016305044,0.26932426,0.314126301
asRNA:CR45371,0.034966261,0.036068622,0.018534472,0.013428451,0.007601026,0.012429747
asRNA:CR45604,0.341025653,0.037298288,0.046166572,0.02555554,0.172258502,0.452853107
asRNA:CR45800,0.009024764,0.012106966,0.003112357,0.006129953,0.451493034,0.002912952
asRNA:CR45882,0.01050422,0.015017428,0.011226355,0.002630173,0.8417723,0.026114989
asRNA:CR46091,0.780815071,0.020996871,0.030334351,0.096010131,0.115640755,0.007037428
axed,0.443399267,0.575562928,0.35937023,0.097043973,0.431616924,1.828966111
axo,3.382301764,0.252138717,0.405198082,0.465222592,0.70182574,0.975435304
bab1,0.255702083,0.869922162,0.567546536,0.895593293,0.444364806,0.157162622
babos,0.119927613,0.131685454,0.064100342,0.174075978,0.1122315,0.277222861
bap,0,0.003729311,0.007913306,0.001574686,0,0
bdl,0.001463025,0.018139013,0,0.003824191,0,0
beat-IIIc,0,0.042546862,0.042306601,0.007885093,0.679552817,0.015282005
beat-IIa,0.108454135,0.06063983,0.049309679,0.06187119,0.077229639,0.119701952
beat-IIb,0.005628445,0.000987816,0.004556038,0.011203449,0.016385166,0.005476979
beat-Ib,0.006961622,0.008736562,0.005180107,0.007999842,0.060293346,0.019394985
beat-Ic,0.001935018,0.014604768,0.002815324,0.011180335,0.185654775,0.001935018
beat-VI,0.017800645,0.00460183,0.005630129,0.00339532,0.020574922,0.002294795
beat-VII,0,0,0.010284319,0.009681913,0.002790902,0.001012402
betaTry,2.597482236,1.327291687,1.905795769,1.4592588,2.239420057,2.691539624
betaTub60D,0.826457818,0.323867691,0.260425205,0.335803567,0.664053396,2.09365867
bgm,0.157329495,0.099938409,0.135893156,0.03389072,0.156459609,0.089931846
bi,0.168971017,0.066832379,0.093721879,0.032500141,0.105792462,0.267992916
bin,0.008740076,0.449908529,0.000719744,0.035389824,0.008997339,0
bma,0.804013013,0.484504189,0.477141405,0.233899403,0.38160281,0.655050538
bnb,1.361311095,0.097601081,0.092447665,0.274534679,0.168613522,0.080074751
bnl,1.963199449,0.46610757,0.665575055,0.58070806,0.493211554,0.94509513
boi,0.057513576,0.05361822,0.030212588,0.040923737,0.072387209,0.455865903
bond,0.096515732,0.068980695,0.227138367,1.551473526,0.940770887,0.113883108
brp,0.007728963,0.612114499,0.019364795,0.017826311,0.081293541,0.012812642
bru1,1.988050968,0.123389587,0.251639038,0.658016652,0.37411339,0.095832285
bru3,0.181508444,1.851063706,0.058365531,0.27506739,0.156320115,0.11517838
bt,0.059494222,1.835589658,0.079994578,0.290664834,0.0789439,0.047575031
btl,0.066473673,0.00589545,0.068159842,0.147235595,0.131096516,0.256737854
byn,1.100809194,0.031170232,0.385311173,0.143830534,0.110145474,0.02349675
cac,0.64955524,0.679776386,0.510258258,0.201078396,0.170242963,0.150901503
cad,0.191698531,0.213267638,0.051768486,0.142659685,0.082537333,0.57703829
capu,2.176437804,0.435568553,1.992195793,0.684417899,0.915925159,1.064064653
caup,0.625538229,2.579987542,2.29799145,0.079982153,0.077293371,0.155986181
cbc,0.036508173,0.039601569,0.044896508,0.042277316,0.012414019,0.02693976
chb,1.77313814,0.900357628,0.885178209,0.801187352,0.956411342,1.638467467
cher,1.468597176,0.59841457,0.315142148,0.449337372,1.010962306,1.095956444
chinmo,0.09022825,0.058272356,0.053311317,0.065918767,0.05843129,0.065401737
chrb,1.367609377,2.336506387,1.335797754,1.637070811,1.049802351,1.337545636
ci,0.271961552,0.160367398,0.070618678,0.052258338,0.022787774,0.012227249
clumsy,0.002260735,0.232371578,0,0.027388995,0.002536752,0
cmet,0.005057109,0.008854794,0.001269564,0.004658481,0.003630905,0.050648305
cocoon,0,0,0,0.011404918,0,0
comm,0.22811626,0.107943542,0.011428641,0.559684956,0.232601171,0.150480961
comm3,2.985592604,1.178209092,0.153661063,0.543278384,1.042151712,0.466587817
cora,1.950897701,1.371283406,1.827509765,0.774295162,1.124270064,1.97032225
cpx,0.282448358,0.226261783,0.032788889,0.016050072,0.081644143,0.105253909
cry,0.211286414,0.118951181,0.112984282,0.37254146,0.222842873,0.085010602
csw,2.559519833,1.245922027,1.441275577,2.083376162,2.025714523,1.623500735
ct,0.024825196,0.178368099,0.022564236,0.203940642,0.057144169,0.015103946
cv-2,1.704885357,0.721414621,1.247012108,1.192836022,0.802736627,0.59543064
cysu,0,0,0.016890772,0.115539938,0.048175594,0
dUTPase,0.027783611,0.021439191,0.048556416,0.019587079,0.053652983,0.238734485
dac,0.001992197,0.150791771,0.00543354,0.011368353,0.000793704,0
dar1,0.191478146,0.345434887,0.5585037,0.643655125,0.324619805,0.185243096
1-Dec,0.013208658,0.008608847,0.006331045,0.00297464,0,0.001479574
deltaTry,0.060525329,0.003103984,0.03450335,0.00690765,0.029082376,0.029535014
dhd,0.002604705,0.012811571,0.007930623,0,0.000868235,0.000868235
dimm,0.010565555,0.177006123,0.026980651,0.001876709,0.003985576,0.010692399
disco,0.022308731,0.005889319,0.003110782,0.037670682,0.000898389,0.003749869
disco-r,0.012277437,0.01890977,0.001269027,0.106031969,0.001939681,0.001888837
dmGlut,0.117703031,0.136068435,0.08531814,0.150283405,0.060005638,0.138674784
dmrt99B,0,0.001763975,0.00135721,0.024423432,0.009940197,0
dnr1,2.103316877,0.571642209,1.379359723,0.968641062,1.251698952,1.447524922
dnt,0.127723046,0.149279321,0.065934681,0.077459965,0.158840843,0.155932883
dob,0.013997008,0.005513594,0.002755074,0.014151741,0.008016949,0.012396091
dpp,0.041217432,0.528979937,0.049406419,0.616529082,0.449182544,0.095104031
dpr10,0.026009617,0.133451236,0.129695919,0.013963793,0.033259681,0.10000923
dpr11,0.01245111,0.031087647,0.002739018,0.001504517,0.00176163,0.005284889
dpr12,0.012547285,0,0.00835645,0.01141294,0.013950223,0
dpr13,0.015834817,0.001448599,0.007013799,0.068197526,0.009405335,0.000852599
dpr14,0.0068125,0.004082819,0.001860705,0.028989505,0.026283509,0.025825355
dpr21,0.398138925,0.797024748,0.207779389,0.112402083,0.602730573,1.06162038
dpr8,0.024329663,0.12162833,0.018770817,0.009372847,0.033793126,0.003123145
dpr9,0.024733689,0.082917031,0.050128421,0.026946904,0.016590869,0.053398815
dpy,1.878874236,0.384464099,0.544595228,2.605067852,1.272655541,0.191373513
drd,1.324001425,0.04791236,0.22281878,0.462982376,0.266884783,0.090638582
drm,0.12175064,0.495560963,0.322641498,0.705358982,0.361632997,0.138676649
dsb,0.042257097,0.007475857,0.184866584,0.113070169,0.052635847,0.060279922
dve,2.285991563,3.062024913,2.88948678,0.174357187,1.189719555,2.859135792
dysc,0.015781443,0.590330383,0.01622897,0.016658763,0.10103805,0.083671985
e,0.02105545,0.003207124,0.01112124,0.030440503,0.057404316,0.018470782
eag,0.002795505,0.068584752,0.001164927,0.006278023,0.014208359,0.002500818
ect,2.013577446,0.068728224,0.001571493,0.259438749,0.213734927,0
edin,0.004348512,0.001515643,0.01854461,0.008370177,0.006252937,0.00054738
eg,0,0.010736615,0,0.119552303,0.063885173,0
elB,1.698103195,1.249170129,1.118745231,1.194715366,1.72887739,2.015023665
epsilonTry,0.755942617,0.203235519,0.483340564,0.291762178,0.454621904,0.429258451
esg,0.037478724,0.061309294,0.009281467,0.014759276,0.081790241,0.550265996
esn,0.035895013,0.005719268,0.009905949,0.25112842,0.120565775,0.000649351
eya,0,0,0,0,0.001963468,0
eys,0.257703853,0.118610151,0.145810823,0.145490793,0.094622082,0.213132251
fau,0,0.087645316,0,0.01299548,0,0
fax,0.038560568,0.163705412,0.074344883,0.162367125,0.193384822,0.140727212
feo,0.008570094,0.001469292,0.030684774,0.004437467,0.013883704,0.053222349
fipi,0.001051469,0.002924338,0,0.111965239,0.061246248,0.004595658
firl,0.001752149,0.00762898,0.023504376,0.261934914,0.095855576,0
fj,0.015982031,0.007232681,0.045191043,0.071576851,0.031814547,0.005854375
fne,0.020423541,0.020601974,0.029863845,0,0.020206342,0.030386293
form3,1.428445692,0.065636988,0.097895912,1.171012536,0.70019098,0.040884728
fred,0.079085084,0.058021099,0.04153019,0.012980907,0.025110772,0.066524453
frm,0.383667864,0.011067769,0.07647961,0.314180118,0.171237093,0.031552026
fru,0.454438924,0.55262602,0.097227205,0.185707264,0.244335194,0.847744677
ft,0.078189687,0.058912519,0.150568545,0.032163764,0.060836052,0.082788278
fuss,0.026312165,0.094362153,0.029125022,0.023699526,0.46373934,0.037435608
futsch,0.071087987,0.259349926,0.088262357,0.019024731,0.045829836,0.070679999
fw,0.018076091,0.002619014,0.060748251,0.013067649,0.009109112,0.00341483
fz3,0.404735333,0.48803235,0.420677337,0.656775705,0.689276938,0.217052809
geko,0.066122687,0.00729869,0.054861682,0.943046736,0.42445434,0.082910334
glob1,1.074203566,0.177157165,0.409961492,0.625191717,0.459255071,0.638598595
grn,0.004770074,0.012460987,0.016742056,0.012629763,0.004219655,0.008809823
gsb-n,0.027680705,0,0.050927373,0.005014034,0.001795542,0.007734862
gwl,0.001430592,0.007613543,0.016115425,0.003945925,0.001486561,0.034263271
haf,0.435948604,0.141878394,0.165108744,0.734210507,0.379761446,0.106470454
ham,0.012950603,0.027559955,0.039471436,0.007464696,0.577590268,0.057501196
hb,0.003984068,0.091174658,0,0.012776657,0.003276118,0
hbn,0,0.08503044,0,0.001265286,0,0
hbs,0.038028338,0.027563263,0.020349244,0.014801755,0.028145222,0.034599313
hd,0.004816987,0.00789367,0.010712422,0.003651108,0.013838367,0.028633887
hdc,3.180118459,1.796933045,3.350792056,2.218718796,3.098631813,5.044601458
hdly,0.899706678,1.393559993,1.649095507,0.971496659,0.661690514,0.908440676
hh,0.84816517,0.101255092,0.607554245,0.880792197,0.503897624,0.468346889
hid,1.241817403,0.401499854,0.280094586,0.542010146,0.596391271,0.716450616
hiro,0.475835044,0.048902525,0.33047582,0.072077988,0.193244844,0.29137826
hiw,2.068205206,1.557021283,1.20809398,0.227478102,0.68657671,1.602839684
hoe1,0.290900202,0.023701887,0.047455127,0.194970266,0.098228595,0.014388182
hth,0.332734779,0.896168038,0.085052537,0.346425814,0.130999362,0.887513099
htl,0.030139971,0.439432497,0.220545708,0.064499587,0.006153152,0.013552073
hui,0.040722541,0.003259807,0.052485571,0.209234682,0.119281192,0.008700163
ich,0.002313489,0.001181588,0.015675707,0.022662666,0.003179966,0
inaE,0.510578086,0.919892731,0.234182006,0.748871281,0.831799753,0.85812176
insv,0.024080058,0,0.025010575,0.007546277,0.008190752,0.00308813
inv,0.001950692,0.049162506,0.021625629,0.008390108,0.001946695,0.003621267
jdp,0.179655395,0.177733238,0.046620993,0.162762397,0.135674166,0.045179406
jeb,0.010542594,0.012916462,0.006344288,0.00498302,0.020234516,0
jhamt,0.010499299,0.003653096,0.00806834,0.011162751,0.007804913,0.001655002
jigr1,0.347673467,0.20040151,0.137770082,0.219830684,0.28995881,0.746816696
jp,0.119345742,0.71562467,0.223398993,0.084745283,0.048390937,0.030537296
jumu,0.043431201,0.058436954,0.041877664,0.073841384,0.079452258,0.141140623
jus,0.081709377,0.084602804,0.079917943,0.101914069,0.045064249,0.070853317
jv,0.78829438,0.11111474,0.08918479,0.934486275,0.525891445,0.070616839
kek1,0.00992664,0.041252856,0.030266312,0.027216265,0.306100925,0.00500625
kek2,0.006603388,0.57316524,0.006510834,0.020839652,0.036577196,0.004082077
kirre,0.564434261,0.588713042,0.3244452,0.644477939,0.544843286,0.672333877
kkv,0.001563205,0.002156808,0.012076268,0.053563493,0.041699119,0.002500818
kl-2,0.278384246,0.337833528,0.113778236,0.074702782,0.057455263,0.138209375
kl-3,0.25413965,0.747616237,0.070822729,0.093453393,0.39835361,0.130711337
klg,0.007967507,0.026827463,0.010094086,0.00339653,0.001245028,0.001312483
klu,1.86813064,0.22565684,0.383760597,0.894407576,1.081773809,3.509267455
kni,0.024474478,0.024239511,0.139275437,0.941587048,0.44557276,0.03283023
ko,0.124536428,0.103047704,0.199040094,1.615577968,0.921448752,0.051474665
kon,0.071443076,0.556843146,0.029745543,0.140621819,0.239920353,0.172847607
ktub,0.035368053,0.022546782,0.001633881,0.007599333,0.104340381,0.066598428
kuk,0.029472189,0.038383063,0.024778552,0.073838881,0.151492683,0.023556791
l(2)01289,0.067089562,1.387104915,0.001666045,0.148592794,0.020815555,0.019388198
l(2)03659,0.020932009,0.005132855,0.005599567,0.002519094,0.00471881,0.008469509
l(2)34Fd,0.078778969,0.015131101,0.041007322,0.017676891,0.075726944,0.099206241
l(2)37Bb,0.028023842,0.016483656,0.053130643,0.029155009,0.038759409,0.070803733
l(2)41Ab,2.890883927,2.955643894,3.371199987,1.33436901,1.349984359,1.99292695
l(2)efl,0.022216624,0.57580148,0,0.04603969,0.013192688,0.003686208
l(3)02640,0.413390547,0.125565204,0.703861354,0.178015407,0.182070611,0.370015936
l(3)72Dp,0.445233259,0.036332878,0.117457356,0.075500193,0.185344144,0.28096187
lab,0.083850596,0.010295477,0.056976979,0.016727329,0.052042173,0.068135818
lcs,0.098542736,0.156092355,0.064676284,0.342924371,0.198036831,0.059081437
lectin-29Ca,0.0412361,0.01483388,0.027163118,0.027174536,0.799210554,0.006091636
lectin-30A,0.021785474,0.02117161,0.033876806,0.014840972,1.011178785,0.013634935
lectin-37Da,1.169730081,0.645521528,1.332653014,0.207373255,0.615258754,1.222127043
lectin-37Db,2.25330997,1.387253908,2.554521307,0.344954932,1.356164439,2.407939622
lectin-46Ca,0.001720847,0.007779298,0.003681894,0.013936103,0.147529673,0.019616241
lectin-46Cb,0.041231484,0.015081036,0.007621978,0.024539269,0.112779649,0.018504364
lncRNA:CR15061,0.00569387,0.013805904,0.017590055,0.003776603,0.026792334,0.140599626
lncRNA:CR30009,0.008570087,0.015877147,0.007537786,0.010273503,0.004220313,0.007550158
lncRNA:CR31451,0.028513443,0.182546604,0.02532755,0.054845458,0.038555193,0.01040028
lncRNA:CR31781,0.028933749,0.422662845,0.003405249,0.077634487,0.006642278,0
lncRNA:CR32773,1.027984416,0.55666682,0.713092761,0.126916498,0.476393887,1.345167631
lncRNA:CR42651,1.828593994,0.068678288,0.072559274,0.231995686,0.214337636,0.18801422
lncRNA:CR42765,0.234077722,0.027632171,0.120309309,0.924690944,0.456153013,0.093456817
lncRNA:CR42790,0,0.017508112,0.001571493,0,0.702207669,0
lncRNA:CR43144,0.001512612,0,0.011252707,0.036434126,0.011952573,0.00344193
lncRNA:CR43146,0.055788948,0.059627439,0.046559225,0.035659555,1.286413833,0.126536053
lncRNA:CR43239,0.020551523,0.076906075,0.035029093,0.045136214,1.207118517,0.06143287
lncRNA:CR43264,0.089166485,0.127945897,0.142830791,0.073481858,0.165529934,0.611104617
lncRNA:CR43436,0.010562961,0.00360319,0.002424381,0.006533583,0.013581077,0.028745565
lncRNA:CR43626,0.061555539,0.0115541,0.233692245,0.029528497,0.040822606,0.070446717
lncRNA:CR43634,0.024275526,0.016009743,0.007615717,0.002087502,0.705907859,0.012999979
lncRNA:CR43641,0.023357372,0.002955,0.001254258,0.051054053,0.051150754,0
lncRNA:CR43654,0.026773549,0.029337956,0.017186608,0.005858761,0.875666329,0.027387334
lncRNA:CR43684,0.003191944,0.031843094,0.030587643,0,0.002012088,0.015531056
lncRNA:CR43715,0.005124482,0.004596396,0.005382413,0,0.389718325,0.002277664
lncRNA:CR43716,0.148571285,0.005544931,0.011596101,0.166399602,0.079135129,0.010532923
lncRNA:CR43752,0.014697452,0.039757987,0.017586595,0.003908588,0.90861208,0.071989223
lncRNA:CR43805,0,0.01058837,0.002084485,0,0.572021372,0
lncRNA:CR43811,0.004287236,0.00409998,0.001598809,0,0.414807783,0.003072062
lncRNA:CR43881,0.045768495,0.003842402,0.012361931,0.022731285,0.017116729,0.002901563
lncRNA:CR43912,0.015309934,0.00372686,0,0.003899762,0.049587575,0.008670608
lncRNA:CR43932,0.007979187,0.007772463,0.01710336,0.010692161,0.519404109,0.002393047
lncRNA:CR43994,0.022366454,0.056521763,0.021597679,0.031232509,1.029491298,0.048091712
lncRNA:CR44050,0,0.005562332,0,0,0.365589606,0
lncRNA:CR44138,0.235997894,0.063042297,0.087277905,0.041582414,0.085048786,0.162438953
lncRNA:CR44197,0.011995511,0.00513709,0.01694639,0.031984581,0.051317748,0.002919572
lncRNA:CR44310,0.090467381,0.004009496,0.027148637,0.012971701,0.038139819,0.046666411
lncRNA:CR44317,0.040330407,0.119579577,0.011094176,0.005238743,0,0.000724321
lncRNA:CR44331,0.173036914,0.042249099,0.069389241,0.023268594,0.073574747,0.119726428
lncRNA:CR44347,0.045146835,0.097282673,0.046211457,0.22949287,0.1099278,0.039434028
lncRNA:CR44365,0.047010234,0.009203009,0.016906012,0.031665402,0.012915663,0.00867236
lncRNA:CR44389,0.013440922,0.052555487,0.014261996,0.023884396,1.22326309,0.001905698
lncRNA:CR44396,0,0.000865739,0.00389811,0,0.022463708,0
lncRNA:CR44442,0,0,0,0.010711673,0.026922235,0
lncRNA:CR44478,0.035585985,0.01997643,0.041031555,0.01526454,0.010065147,0.072539352
lncRNA:CR44480,0.001686554,0.028293809,0.008074226,0.011491134,0.864993506,0
lncRNA:CR44546,0.010964394,0.019811303,0.009850479,0.002305109,0.725583583,0.002151962
lncRNA:CR44654,0.001166421,0.037206335,0,0.008610392,0.001765865,0.001166421
lncRNA:CR44692,0.028176299,0.014127239,0.009707458,0.014834072,0.017062592,0.052419925
lncRNA:CR44747,0,0.00485481,0.002656408,0.036798487,0.009943391,0
lncRNA:CR44754,0.062851,0.101901355,0.375156585,0.010162761,0.039821863,0.039188254
lncRNA:CR44756,0.030171963,0.00978368,0.034725761,0.065345127,0.034993037,0.021713979
lncRNA:CR44831,0,0,0.001422671,0.02214647,0.008511447,0
lncRNA:CR44833,0.751077396,0.176269155,0.520573991,0.735624112,1.179126731,0.248319714
lncRNA:CR44909,0,0.014981233,0,0,0.917880359,0
lncRNA:CR44980,0,0.010858934,0,0.006298875,0.550106541,0
lncRNA:CR44997,0.517201693,1.377176181,0.409731877,0.316860808,0.292022606,0.707575945
lncRNA:CR44999,0.920885908,0.934578661,0.907591919,0.540411677,1.26342433,2.765116934
lncRNA:CR45013,0.027161609,0.040072329,0.011892839,0.011088385,1.239968629,0.0135624
lncRNA:CR45025,0.023762195,0.027525632,0.035933879,0.032279819,0.01934774,0.016606518
lncRNA:CR45114,0.001119994,0.003676027,0.00470854,0.006265002,0.248810508,0
lncRNA:CR45231,0.048680738,0.00654207,0.079369528,0.010740753,0.070405298,0.008197329
lncRNA:CR45232,0.036265406,0.007497491,0.125159481,0.005787352,0.003147477,0.013351628
lncRNA:CR45256,0,0.011264352,0.001570433,0,0,0
lncRNA:CR45361,0,0.212582359,0,0.02174367,0.0756998,0
lncRNA:CR45363,0.00107783,0.012904861,0.004108909,0,0.773558126,0.00107783
lncRNA:CR45553,0,0.049139162,0,0,0,0
lncRNA:CR45566,0,0,0.001186853,0.017848776,0.005092983,0
